,X,First.Author..last.,First.Author..first.,et.al.,Modern.Latitude,Modern.Longitude,Modern.Location,Paleo.Latitude,Paleo.Longitude,Approximate.Age,Climate,Deposition.Setting,Numerical.Age,Period,Epoch,Age,Formation,Host.Litho,Year,DOI,Title,Citation..MLA.9.,Note
54,54,Freytet,Pierre,"Broutin, Jean; Durand, Marc",46.510496,3.103313,"Meillers, France",5.7825,24.7246,287.3,Arid,Continental,299-275.6,Permian,Early,Autunian,Quartzites' de Meillers,Bourbon-l'Archambault Basin,2000,10.1016/S0753-3969(01)80001-X,"Distribution and palaeoecology of freshwater algae and stromatolites: III, some new forms from the Carboniferous, Permian and Triassic of France and Spain","Freytet, Pierre, et al. “Distribution and Palaeoecology of Freshwater Algae and Stromatolites: III, Some New Forms from the Carboniferous, Permian and Triassic of France and Spain.” Annales de Paléontologie, vol. 86, no. 4, Oct. 2000, pp. 195–241. DOI.org (Crossref), https://doi.org/10.1016/S0753-3969(01)80001-X.",
145,145,Vieira,Marcela Marques,"De Ros, Luiz Fernando",-5.842072,-35.185004,"Natal, Brazil",-6.3358,-34.8294,1.295,Arid,Coastal,,Quaternary,Pleistocene-Holocene,-,R,Potiguar Basin,2006,10.1016/j.sedgeo.2006.04.011,Cementation patterns and genetic implications of Holocene beachrocks from northeastern Brazil,"Vieira, Marcela Marques, and Luiz Fernando De Ros. “Cementation Patterns and Genetic Implications of Holocene Beachrocks from Northeastern Brazil.” Sedimentary Geology, vol. 192, no. 3–4, Dec. 2006, pp. 207–30. DOI.org (Crossref), https://doi.org/10.1016/j.sedgeo.2006.04.011.",
136,136,Steinhauff,D. Mark,"Walker, Kenneth R.",36.354772,-83.418325,"Thorn Hill, TN, USA",-16.7168,-133.341,470.34,Arid,Coastal-Continental,,Ordovician,Middle,-,Rockdell Fmt,Southern Appalachians,1995,10.1306/D4268211-2B26-11D7-8648000102C1865D,"Recognizing exposure, drowning, and ""missed beats""; platform-interior to platform-margin sequence stratigraphy of Middle Ordovician limestones, East Tennessee","Steinhauff, D. Mark, and Kenneth R. Walker. “Recognizing Exposure, Drowning, and ‘Missed Beats’; Platform-Interior to Platform-Margin Sequence Stratigraphy of Middle Ordovician Limestones, East Tennessee.” Journal of Sedimentary Research, vol. 65, no. 2b, May 1995, pp. 183–207. DOI.org (Crossref), https://doi.org/10.1306/D4268211-2B26-11D7-8648000102C1865D.",
137,137,Steinhauff,D. Mark,"Walker, Kenneth R.",36.355065,-83.439445,"Thorn Hill, TN, USA",-16.7016,-133.349,470.34,Arid,Coastal-Continental,,Ordovician,Middle,-,Rockdell Fmt,Southern Appalachians,1996,10.1130/0-8137-2306-X.87,"Sequence stratigraphy of an apparently noncyclic carbonate succession: Recognizing subaerial exposure in a largely subtidal, Middle Ordovician stratigraphic sequence in eastern Tennessee","Steinhauff, D. Mark, and Kenneth R. Walker. “Sequence Stratigraphy of an Apparently Noncyclic Carbonate Succession: Recognizing Subaerial Exposure in a Largely Subtidal, Middle Ordovician Stratigraphic Sequence in Eastern Tennessee.” Special Paper of the Geological Society of America, vol. 306, 1996, pp. 87–115. Scopus, Scopus, https://doi.org/10.1130/0-8137-2306-X.87.",
148,157,Yang,Bao Xing,-,30.336603,107.277444,"Dianjiang, China",0.3551,107.4102,327.05,Tropical,Continental,330.9-323.2,Carboniferous,Middle,-,S,Sichuan Basin,1986,10.1016/0037-0738(86)90063-1,"Diagenetic history and reservoir characteristics of a Middle Carboniferous dolomite reservoir, eastern Sichuan, China","Yang Bao Xing. “Diagenetic History and Reservoir Characteristics of a Middle Carboniferous Dolomite Reservoir, Eastern Sichuan, China.” Sedimentary Geology, vol. 46, no. 3, Feb. 1986, pp. 275–91. ScienceDirect, https://doi.org/10.1016/0037-0738(86)90063-1.",
53,53,Freytet,Pierre,"Broutin, Jean; Durand, Marc",45.478537,4.376265,"Massif-Central, France",2.277,23.7171,303.25,Tropical,Coastal-Continental,307.5-299,Carboniferous,Late,Stephanian,Saint-Priest-en-Jarez Fmt,Saint-Etienne Basin,2000,10.1016/S0753-3969(01)80001-X,"Distribution and palaeoecology of freshwater algae and stromatolites: III, some new forms from the Carboniferous, Permian and Triassic of France and Spain","Freytet, Pierre, et al. “Distribution and Palaeoecology of Freshwater Algae and Stromatolites: III, Some New Forms from the Carboniferous, Permian and Triassic of France and Spain.” Annales de Paléontologie, vol. 86, no. 4, Oct. 2000, pp. 195–241. DOI.org (Crossref), https://doi.org/10.1016/S0753-3969(01)80001-X.",
97,97,Onoue,T,"Stanley Jr, G.D.",32.281118,130.609099,"Kumamoto, Japan",48.7496,168.6159,218.405,Tropical,Coastal,,Triassic,Late,Norian,Sambosan accretionary complex,Panthalassa Ocean,2008,10.1007/s10347-008-0148-2,Sedimentary facies from Upper Triassic reefal limestone of the Sambosan accretionary complex in Japan: mid-ocean patch reef development in the Panthalassa Ocean,"Onoue, T., and G. D. Stanley Jr. “Sedimentary Facies from Upper Triassic Reefal Limestone of the Sambosan Accretionary Complex in Japan: Mid-Ocean Patch Reef Development in the Panthalassa Ocean.” Facies, vol. 54, no. 4, 2008, pp. 529–47. Springer Link, https://doi.org/10.1007/s10347-008-0148-2.",
46,46,D'Alessandro,A,"Massari, F; Davaud, Eric; Ghibaudo, Guido",40.320543,18.142461,"Salento, Italy",38.0775,17.7942,4.3,Arid,Coastal,5-3.6,Neogene,Pliocene,Middle-Late,San Pietro in Lama Quarry,Novoli graben,2004,10.1016/j.sedgeo.2003.11.017,"Pliocene–Pleistocene sequences bounded by subaerial unconformities within foramol ramp calcarenites and mixed deposits (Salento, SE Italy)","D’Alessandro, A., et al. “Pliocene–Pleistocene Sequences Bounded by Subaerial Unconformities within Foramol Ramp Calcarenites and Mixed Deposits (Salento, SE Italy).” Sedimentary Geology, vol. 166, no. 1, Apr. 2004, pp. 89–144. ScienceDirect, https://doi.org/10.1016/j.sedgeo.2003.11.017.",
81,81,Martin-Chivelet,Javier,"Gimenez, Rocio",38.562589,-1.497917,"Albacete, Spain",27.6695,7.8036,80.78,Arid,Coastal-Continental,,Cretaceous,Late,Coniacian-Campanian,Sierra de Utiel Fmt,Campanian Megasequence,1992,10.1016/0037-0738(92)90060-5,"Palaeosols in microtidal carbonate sequences, Sierra de Utiel Formation, Upper Cretaceous, SE Spain","Martín-Chivelet, Javier, and Rocío Giménez. “Palaeosols in Microtidal Carbonate Sequences, Sierra de Utiel Formation, Upper Cretaceous, SE Spain.” Sedimentary Geology, vol. 81, no. 1–2, Nov. 1992, pp. 125–45. DOI.org (Crossref), https://doi.org/10.1016/0037-0738(92)90060-5.",
102,102,Peybernes,Camille,"Peyrotty, Giovan; Chablais, Jerome; Onoue, Tetsuji; Yamashita, Daisuke; Martini, Rossana",33.581867,133.722017,"Mt. Sambosan, Japan",49.4868,177.5309,214.33,Tropical,Coastal,,Triassic,Late,Norian-Rhaetian,Slab in the quarry,Mount Sambosan,2020,10.1016/j.gloplacha.2020.103250,"Birth and death of seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic sedimentary record at Mount Sambosan, Shikoku, Southwest Japan","Peybernes, Camille, et al. “Birth and Death of Seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic Sedimentary Record at Mount Sambosan, Shikoku, Southwest Japan.” Global and Planetary Change, vol. 192, Sept. 2020, p. 103250. ScienceDirect, https://doi.org/10.1016/j.gloplacha.2020.103250.",
101,100,Peybernes,Camille,"Peyrotty, Giovan; Chablais, Jerome; Onoue, Tetsuji; Yamashita, Daisuke; Martini, Rossana",33.5747,133.711433,"Mt. Sambosan, Japan",49.4866,177.5135,214.33,Tropical,Coastal,,Triassic,Late,Norian-Rhaetian,Slab under the castle,Mount Sambosan,2020,10.1016/j.gloplacha.2020.103250,"Birth and death of seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic sedimentary record at Mount Sambosan, Shikoku, Southwest Japan","Peybernes, Camille, et al. “Birth and Death of Seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic Sedimentary Record at Mount Sambosan, Shikoku, Southwest Japan.” Global and Planetary Change, vol. 192, Sept. 2020, p. 103250. ScienceDirect, https://doi.org/10.1016/j.gloplacha.2020.103250.",
25,25,Calner,Mikael,"Säll, Ewa",57.607901,18.723145,"Gotland, Sweden",-9.3487,-60.6927,428.68,Arid,Coastal,,Silurian,Wenlock,Homerian,Slite Rocky Shoreline Unconformity,Baltic Basin,1999,10.1080/11035899901212091,"Transgressive oolites onlapping a Silurian rocky shoreline unconformity, Gotland, Sweden","Calner, Mikael, and Ewa Säll. “Transgressive Oolites Onlapping a Silurian Rocky Shoreline Unconformity, Gotland, Sweden.” GFF, vol. 121, no. 2, June 1999, pp. 91–100. Taylor and Francis+NEJM, https://doi.org/10.1080/11035899901212091.",
66,66,Heckel,Philip H.,-,37.469415,-95.507084,"SE Kansas, USA",0.1204,-26.8944,303.25,Tropical,Continental,307.5-299,Carboniferous,Late,Stephanian,Stanton Limestone,-,1972,10.1007/BF01896336,"Pennsylvanian stratigraphic reefs in Kansas, some modern comparisons and implications","Heckel, P. H. “Pennsylvanian Stratigraphic Reefs in Kansas, Some Modern Comparisons and Implications.” Geologische Rundschau, vol. 61, no. 2, 1972, pp. 584–98. Scopus, Scopus, https://doi.org/10.1007/BF01896336.",
67,67,Jiménez de Cisneros,C,"Molina, J.M.; Nieto, L.M.; Ruiz-Ortiz, P.A.; Vera, J.A.",39.348094,-4.475013,"Marroqui hill, Spain",22.7957,12.8224,200.41,Arid,Continental,,Jurassic,Early,-,Subbetic,Jaen province,1993,10.1016/0037-0738(93)90033-2,"Calcretes from a palaeosinkhole in jurassic palaeokarst (subbetic, southern Spain)","Jiménez de Cisneros, C., et al. “Calcretes from a Palaeosinkhole in Jurassic Palaeokarst (Subbetic, Southern Spain).” Sedimentary Geology, vol. 87, no. 1, Sept. 1993, pp. 13–24. ScienceDirect, https://doi.org/10.1016/0037-0738(93)90033-2.",
108,108,Reinhold,Carsten,-,48.628337,9.948925,"Baden-Wurttemberg, Germany",33.7636,34.8581,158.155,Arid,Coastal-Continental,,Jurassic,Late,-,Swabian-Franconian Alps,Alpine Molasse Basin,1998,10.2110/jsr.68.378,Ancient helictites and the formation of vadose crystal silt in Upper Jurassic carbonates (southern Germany),"Reinhold, Carsten. “Ancient Helictites and the Formation of Vadose Crystal Silt in Upper Jurassic Carbonates (Southern Germany).” Journal of Sedimentary Research, vol. 68, no. 3, May 1998, pp. 378–90. Silverchair, https://doi.org/10.2110/jsr.68.378.",
84,84,Mayall,M.J.,"Cox, M",-4.502333,120.0077,"Sulawesi, Indonesia",-2.1917,120.5164,8.48,Tropical,Coastal,,Neogene,Miocene,Late,Tacipi Formation,Senkang Basin,1988,10.1016/0037-0738(88)90100-5,"Deposition and diagenesis of Miocene limestones, Senkang Basin, Sulawesi, Indonesia","Mayall, M. J., and M. Cox. “Deposition and Diagenesis of Miocene Limestones, Senkang Basin, Sulawesi, Indonesia.” Sedimentary Geology, vol. 59, no. 1–2, Sept. 1988, pp. 77–92. DOI.org (Crossref), https://doi.org/10.1016/0037-0738(88)90100-5.",
40,33,Claussen,Anna Lene,"Munnecke, Axel; Ernst, Andrej",57.919167,18.921944,"Nors Stenbrott, Sweden",-11.0249,-61.8189,431.775,Arid,Coastal,,Silurian,Wenlock,Sheinwoodian,Tofta Formation,Baltic Basin,2022,10.1111/sed.12863,Bryozoan-rich stromatolites (bryostromatolites) from the Silurian of Gotland and their relation to climate-related perturbations of the global carbon cycle,"Claussen, Anna Lene, et al. “Bryozoan-Rich Stromatolites (Bryostromatolites) from the Silurian of Gotland and Their Relation to Climate-Related Perturbations of the Global Carbon Cycle.” Sedimentology, vol. 69, no. 1, 2022, pp. 162–98. Wiley Online Library, https://doi.org/10.1111/sed.12863.",
50,50,Dunham,Robert J.,-,32.811004,-103.615709,"Lea County, New Mexico",2.7492,-33.5084,291.7,Tropical,Continental,299-284.4,Permian,Cisuralian,Wolfcampian,Townsend Mound,-,1969,10.2110/pec.69.03.0139,"Early Vadose Silt in Townsend Mound (Reef), New Mexico","Dunham, Robert J. “Early Vadose Silt in Townsend Mound (Reef), New Mexico.” Depositional Environments in Carbonate Rocks, vol. 14, SEPM Society for Sedimentary Geology, 1969, p. 0. Silverchair, https://doi.org/10.2110/pec.69.03.0139.",
28,27,Chatalov,Athanas,-,42.833333,23.3,"Bosnek, Bulgaria",32.8077,37.1068,223.255,Tropical,Coastal,,Triassic,Late,Carnian-Norian,Tran Formation,Balkanide,2022,10.1007/s00531-021-02124-7,"An ancient analogue of carbonate beach complex: the Upper Triassic limestones of Tran Formation, southwestern Bulgaria","Chatalov, Athanas. “An Ancient Analogue of Carbonate Beach Complex: The Upper Triassic Limestones of Tran Formation, Southwestern Bulgaria.” International Journal of Earth Sciences, vol. 111, no. 2, Mar. 2022, pp. 463–89. Springer Link, https://doi.org/10.1007/s00531-021-02124-7.",
27,28,Chatalov,Athanas,-,42.733333,23.066667,"Chukovets, Bulgaria",26.5324,38.8302,232.15,Tropical,Coastal,,Triassic,Late,Carnian,Tran Formation,Balkanide,2022,10.1007/s00531-021-02124-7,"An ancient analogue of carbonate beach complex: the Upper Triassic limestones of Tran Formation, southwestern Bulgaria","Chatalov, Athanas. “An Ancient Analogue of Carbonate Beach Complex: The Upper Triassic Limestones of Tran Formation, Southwestern Bulgaria.” International Journal of Earth Sciences, vol. 111, no. 2, Mar. 2022, pp. 463–89. Springer Link, https://doi.org/10.1007/s00531-021-02124-7.",
20,20,Booler,Jon,"Tucker, Maurice E.",42.21,0.886667,"Tremp, Spain",32.789,15.5007,97.2,Tropical,Coastal,,Cretaceous,Late,-,Tremp region,Spanish Pyrenees,2002,10.1016/S0037-0738(01)00120-8,"Distribution and geometry of facies and early diagenesis: the key  to accommodation space variation and sequence stratigraphy:  Upper Cretaceous Congost Carbonate platform, Spanish Pyrenees","Booler, Jon, and Maurice E. Tucker. “Distribution and Geometry of Facies and Early Diagenesis: The Key to Accommodation Space Variation and Sequence Stratigraphy: Upper Cretaceous Congost Carbonate Platform, Spanish Pyrenees.” Sedimentary Geology, vol. 146, no. 3–4, Jan. 2002, pp. 225–47. DOI.org (Crossref), https://doi.org/10.1016/S0037-0738(01)00120-8.",
17,17,Baceta,Juan Ignacio,"Paul Wright, V; Beavington-Penney, Simon J; Pujalte, Victoriano",42.843268,-2.294106,"Vitoria-Gasteiz, Spain",31.475,4.44,60.4,Boreotropical,Coastal,61.6-59.2,Paleogene,Paleocene,Selandian,Urbasa–Andia ridge,Western Pyrenees,2007,10.1016/j.sedgeo.2007.01.024,"Palaeohydrogeological control of palaeokarst macro-porosity genesis during a major sea-level lowstand: Danian of the Urbasa–Andia plateau, Navarra, North Spain","Baceta, Juan Ignacio, et al. “Palaeohydrogeological Control of Palaeokarst Macro-Porosity Genesis during a Major Sea-Level Lowstand: Danian of the Urbasa–Andia Plateau, Navarra, North Spain.” Sedimentary Geology, vol. 199, no. 3, July 2007, pp. 141–69. ScienceDirect, https://doi.org/10.1016/j.sedgeo.2007.01.024.",
82,82,Masse,J.P.,"Fenerci, M; Pernarcic, E",43.281548,5.34867,"Marseille, France",32.6026,31.5507,123.95,Tropical,Coastal,,Cretaceous,Early,Barremian,Urgonian,Marseille Regions,2003,10.1016/S0031-0182(03)00445-0,"Palaeobathymetric reconstruction of peritidal carbonates Late Barremian, Urgonian, sequences of Provence (SE France)","Masse, J., et al. “Palaeobathymetric Reconstruction of Peritidal carbonatesLate Barremian, Urgonian, Sequences of Provence (SE France).” Palaeogeography, Palaeoclimatology, Palaeoecology, vol. 200, no. 1–4, Nov. 2003, pp. 65–81. DOI.org (Crossref), https://doi.org/10.1016/S0031-0182(03)00445-0.",
51,51,Elchmuller,Klaus,-,40.283421,-2.003648,"Las Majadas, Spain",-11.7879,11.1215,327.05,Tropical,Coastal-Continental,330.9-323.2,Carboniferous,Middle,-,Valdeteja Fmt,Cantabrian Mountains,1985,10.1007/BF02536901,"Die Valdeteja Formation: Aufbau und Geschichte einer oberkarbonischen Karbonatplattform (Kantabrisches Gebirge, Nordspanien)","Elchmüller, Klaus. “Die Valdeteja Formation: Aufbau Und Geschichte Einer Oberkarbonischen Karbonatplattform (Kantabrisches Gebirge, Nordspanien).” Facies, vol. 13, no. 1, 1985, pp. 45–153. Scopus, Scopus, https://doi.org/10.1007/BF02536901.",
19,19,Bonatti,E,"Sartori, R; Boersma, A",11.132222,-44.7025,mid-Atlantic,9.7499,-43.3578,3.96,Tropical,Marine,,Neogene,Pliocene,-,Vema Transform,mid-Atlantic,1982,10.1016/0040-1951(83)90042-2,Vertical crustal movements at the Vema Fracture Zone in the Atlantic: Evidence from dredged limestones,"Bonatti, E., et al. “Vertical Crustal Movements at the Vema Fracture Zone in the Atlantic: Evidence from Dredged Limestones.” Tectonophysics, vol. 91, no. 3–4, Jan. 1983, pp. 213–32. DOI.org (Crossref), https://doi.org/10.1016/0040-1951(83)90042-2.",
58,58,Fu,Qilong,"Qing, Hairou; Bergman, Katherine M.",53.203116,-106.05695,"Saskatchewan, Canada",-12.1616,-74.9635,393,Arid,Continental,393.3-392.7,Devonian,Middle,-,Winnipegosis mud mounds,Elk Point Basin,2006,10.2113/54.1.22,"Paleokarst in Middle Devonian Winnipegosis mud mounds, subsurface of south-central Saskatchewan, Canada","Fu, Q., et al. “Paleokarst in Middle Devonian Winnipegosis Mud Mounds, Subsurface of South-Central Saskatchewan, Canada.” Bulletin of Canadian Petroleum Geology, vol. 54, no. 1, Mar. 2006, pp. 22–36. DOI.org (Crossref), https://doi.org/10.2113/54.1.22.",
56,57,Fu,Mei-Yan,"Song, Rong-Cai; Jon, Gluyas; Zhang, Shao-Nan; Huang, Qian",38.640346,76.187038,"Bachu-Makit, China",28.9565,61.335,311.05,Arid,Coastal-Continental,323.2-298.9,Carboniferous,Late,-,Xiaohaizi Fmt,Tarim Basin,2019,10.1016/j.petrol.2019.03.011,Diagenesis and reservoir quality of carbonates rocks and mixed siliciclastic as response of the Late Carboniferous glacio-eustatic fluctuation: A case study of Xiaohaizi Formation in western Tarim Basin,"Fu, Mei-Yan, et al. “Diagenesis and Reservoir Quality of Carbonates Rocks and Mixed Siliciclastic as Response of the Late Carboniferous Glacio-Eustatic Fluctuation: A Case Study of Xiaohaizi Formation in Western Tarim Basin.” Journal of Petroleum Science and Engineering, vol. 177, June 2019, pp. 1024–41. ScienceDirect, https://doi.org/10.1016/j.petrol.2019.03.011.",
57,56,Fu,Mei-Yan,"Song, Rong-Cai; Jon, Gluyas; Zhang, Shao-Nan; Huang, Qian",38.854555,76.307887,"Bachu-Makit, China",29.1807,61.2582,311.05,Arid,Coastal-Continental,323.2-298.9,Carboniferous,Late,-,Xiaohaizi Fmt,Tarim Basin,2019,10.1016/j.petrol.2019.03.011,Diagenesis and reservoir quality of carbonates rocks and mixed siliciclastic as response of the Late Carboniferous glacio-eustatic fluctuation: A case study of Xiaohaizi Formation in western Tarim Basin,"Fu, Mei-Yan, et al. “Diagenesis and Reservoir Quality of Carbonates Rocks and Mixed Siliciclastic as Response of the Late Carboniferous Glacio-Eustatic Fluctuation: A Case Study of Xiaohaizi Formation in Western Tarim Basin.” Journal of Petroleum Science and Engineering, vol. 177, June 2019, pp. 1024–41. ScienceDirect, https://doi.org/10.1016/j.petrol.2019.03.011.",
142,143,Ueno,Katsumi,"Hayakawa, Naoki; Nakazawa, Tsutomu; Wang, Yue; Wang, Xiangdong",25.583333,106.333333,"Zongdi, China",4.183,100.2509,285.955,Tropical,Continental,298.9-273.01,Permian,Early,Cisuralian,Yangtze Carbonate Platform,Dian-Qian-Gui Basin,2013,10.1144/SP376.5,"Pennsylvanian–Early Permian cyclothemic succession on the Yangtze Carbonate Platform, South China","Ueno, Katsumi, et al. “Pennsylvanian–Early Permian Cyclothemic Succession on the Yangtze Carbonate Platform, South China.” Geological Society, London, Special Publications, vol. 376, no. 1, Jan. 2013, pp. 235–67. DOI.org (Crossref), https://doi.org/10.1144/SP376.5.",
143,142,Ueno,Katsumi,"Hayakawa, Naoki; Nakazawa, Tsutomu; Wang, Yue; Wang, Xiangdong",25.583333,106.333333,"Zongdi, China",5.9664,97.8939,301.285,Tropical,Continental,,Carboniferous,Late,Gzhelian,Yangtze Carbonate Platform,Dian-Qian-Gui Basin,2013,10.1144/SP376.5,"Pennsylvanian–Early Permian cyclothemic succession on the Yangtze Carbonate Platform, South China","Ueno, Katsumi, et al. “Pennsylvanian–Early Permian Cyclothemic Succession on the Yangtze Carbonate Platform, South China.” Geological Society, London, Special Publications, vol. 376, no. 1, Jan. 2013, pp. 235–67. DOI.org (Crossref), https://doi.org/10.1144/SP376.5.",
155,154,Ye,Ning,"Li, Yingtao; Huang, Baiwen; Xi, Binbin; Jiang, Hong; Lu, Ziye; Chen, Qianglu; You, Donghua; Xu, Jin",39.11856381,83.93961063,"Shunnan area, Tarim Basin, China",-27.3731,40.9758,472.75,Arid,Continental,477.4-468.1,Ordovician,Early-Middle,Floian-Dapingian,Yijjianfang Formation,Tarim Basin,2022,10.1002/gj.4482,"Hydrothermal silicification and its impact on Lower–Middle Ordovician carbonates in Shunnan area, Tarim Basin, NW China","Ye, Ning, et al. “Hydrothermal Silicification and Its Impact on Lower–Middle Ordovician Carbonates in Shunnan Area, Tarim Basin, NW China.” Geological Journal, vol. 57, no. 9, 2022, pp. 3538–57. Wiley Online Library, https://doi.org/10.1002/gj.4482.",
156,155,Zhang,You,"Li, Qiang; Zhu, Kedan; Zheng, Xingping; Lin, Tong; Shao, Guanming; Sun, Haihang; Sun, Tingbin",38.2040348,83.50040262,"Gucheng area, eastern Tarim Basin, China",-27.3599,43.656,475,Arid,Coastal-Continental,480.5-469.5,Ordovician,Early,Floian,Yingshan Formation ,Tarim Basin,2022,10.3969/j.issn.1672-7703.2022.04.013,"Quantitative study on key diagenetic periods of dolomite reservoir based on laser in-situ U-Pb dating and element area scanning: a case study of the Ordovician Yingshan Formation in Gucheng area, eastern Tarim Basin","Zhang, You, et al. “Quantitative Study on Key Diagenetic Periods of Dolomite Reservoir Based on Laser In-Situ U-Pb Dating and Element Area Scanning: A Case Study of the Ordovician Yingshan Formation in Gucheng Area, Eastern Tarim Basin.” China Petroleum Exploration, vol. 27, no. 4, 2022, pp. 181–94. Scopus, Scopus, https://doi.org/10.3969/j.issn.1672-7703.2022.04.013.",Date of filling:  434 Ma ± 15
91,95,Nakazawa,Tsutomu,"Ueno, Katsumi; Wang, Xiangdong",23.323722,99.322889,"Yunnan, China",-39.3166,88.4896,266.25,Tropical,Coastal-Continental,268-264.5,Permian,Guadalupian,Murgabian,Yutangzhai section,Changning–Menglian Belt,2009,10.1111/j.1440-1738.2008.00650.x,"Sedimentary facies of Carboniferous–Permian mid-oceanic carbonates in the Changning–Menglian Belt, West Yunnan, Southwest China: Origin and depositional process","Nakazawa, Tsutomu, et al. “Sedimentary Facies of Carboniferous–Permian Mid-Oceanic Carbonates in the Changning–Menglian Belt, West Yunnan, Southwest China: Origin and Depositional Process.” Island Arc, vol. 18, no. 1, 2009, pp. 94–107. Wiley Online Library, https://doi.org/10.1111/j.1440-1738.2008.00650.x.",
